1,2,3,4,5,6,7,8,yuyu
0.079,0.967,1.731,2.663,3.462,4.160,4.901,5.619,6.330
0.058,0.953,1.783,2.651,3.312,4.202,4.942,5.594,6.295
0.101,0.898,1.840,2.563,3.374,4.117,4.932,5.613,6.358
0.043,0.905,1.827,2.587,3.402,4.119,4.941,5.583,6.374
0.039,0.865,1.756,2.644,3.394,4.182,4.931,5.660,6.277
0.100,0.868,1.685,2.601,3.376,4.156,4.906,5.678,6.371
0.128,0.958,1.768,2.597,3.428,4.159,4.923,5.667,6.294
0.115,0.979,1.788,2.614,3.435,4.136,4.935,5.647,6.238
0.083,0.982,1.737,2.565,3.390,4.183,4.910,5.602,6.270
0.107,0.875,1.783,2.617,3.428,4.126,4.945,5.625,6.263
0.129,0.960,1.828,2.634,3.412,4.160,4.922,5.543,6.263
0.117,0.925,1.803,2.574,3.397,4.128,4.975,5.641,6.309
0.170,0.886,1.816,2.600,3.392,4.117,4.927,5.772,6.272
0.075,0.964,1.794,2.574,3.377,4.199,4.866,5.620,6.300
0.065,0.926,1.788,2.514,3.452,4.213,4.970,5.595,6.325
0.143,0.964,1.730,2.583,3.397,4.162,4.910,5.691,6.247
0.082,0.969,1.720,2.627,3.441,4.132,4.880,5.750,6.287
0.075,0.968,1.745,2.663,3.405,4.188,4.911,5.622,6.341
0.096,0.945,1.812,2.557,3.435,4.264,4.880,5.662,6.310
0.062,0.888,1.754,2.564,3.416,4.229,5.012,5.635,6.318
0.051,0.910,1.712,2.581,3.387,4.225,4.940,5.646,6.330
0.127,1.008,1.767,2.604,3.319,4.216,4.932,5.624,6.364
0.142,0.951,1.777,2.622,3.472,4.160,4.998,5.598,6.315
0.040,0.914,1.743,2.641,3.385,4.146,4.917,5.657,6.329
0.100,0.911,1.728,2.615,3.415,4.194,4.940,5.666,6.305
0.090,0.931,1.757,2.553,3.409,4.163,4.886,5.602,6.360
0.079,0.920,1.796,2.567,3.460,4.145,4.936,5.700,6.263
0.104,0.924,1.708,2.534,3.437,4.165,4.929,5.626,6.210
0.139,0.971,1.730,2.633,3.371,4.230,4.892,5.614,6.331
0.099,0.930,1.780,2.643,3.411,4.185,4.877,5.683,6.318
0.028,0.942,1.822,2.536,3.399,4.154,4.927,5.620,6.283
0.164,0.952,1.763,2.619,3.447,4.180,4.923,5.642,6.276
0.102,0.954,1.773,2.638,3.435,4.234,4.948,5.568,6.362
0.098,0.866,1.844,2.605,3.393,4.167,4.999,5.681,6.271
0.091,0.938,1.805,2.612,3.407,4.160,4.918,5.725,6.273
0.047,0.906,1.747,2.535,3.461,4.165,4.901,5.663,6.272
0.080,0.966,1.730,2.597,3.360,4.171,4.965,5.627,6.264
0.190,1.004,1.796,2.654,3.406,4.152,4.892,5.649,6.245
0.108,1.001,1.801,2.595,3.404,4.184,4.880,5.675,6.274
0.122,0.970,1.752,2.635,3.388,4.185,4.949,5.608,6.357
0.072,0.955,1.808,2.575,3.382,4.163,4.969,5.716,6.251
0.073,0.886,1.817,2.576,3.420,4.178,4.900,5.657,6.256
0.081,0.969,1.805,2.618,3.433,4.168,4.979,5.608,6.277
0.108,0.869,1.803,2.596,3.398,4.144,4.889,5.619,6.273
0.115,0.893,1.724,2.630,3.398,4.248,4.926,5.622,6.300
0.024,0.882,1.865,2.609,3.356,4.265,4.919,5.686,6.312
0.016,0.912,1.827,2.585,3.361,4.190,4.950,5.612,6.296
0.114,0.992,1.698,2.603,3.492,4.215,4.926,5.677,6.326
0.058,0.959,1.777,2.648,3.462,4.140,4.882,5.685,6.309
0.132,0.966,1.693,2.563,3.379,4.156,4.920,5.611,6.349
0.086,0.908,1.786,2.643,3.331,4.220,4.936,5.652,6.298
0.083,0.914,1.801,2.580,3.365,4.173,4.912,5.653,6.314
0.120,0.909,1.803,2.629,3.435,4.160,4.919,5.600,6.243
0.036,0.889,1.822,2.583,3.337,4.203,4.962,5.669,6.295
0.101,0.886,1.706,2.688,3.374,4.213,4.952,5.617,6.388
0.131,0.933,1.796,2.630,3.468,4.213,4.959,5.681,6.296
0.067,0.969,1.833,2.670,3.428,4.187,4.925,5.669,6.321
0.119,0.941,1.786,2.619,3.385,4.218,4.911,5.602,6.307
0.136,1.020,1.823,2.610,3.430,4.136,4.966,5.660,6.295
0.122,0.860,1.754,2.628,3.409,4.221,5.013,5.662,6.307
0.090,0.944,1.851,2.621,3.447,4.219,4.911,5.611,6.255
0.081,0.943,1.797,2.571,3.452,4.169,4.958,5.663,6.324
0.169,0.910,1.846,2.621,3.395,4.216,4.912,5.649,6.341
0.066,0.899,1.816,2.626,3.378,4.138,5.002,5.584,6.311
0.107,0.933,1.794,2.643,3.329,4.214,4.998,5.660,6.342
0.088,0.868,1.773,2.563,3.438,4.169,4.956,5.613,6.273
0.110,0.918,1.751,2.569,3.457,4.202,4.913,5.627,6.316
0.105,0.892,1.700,2.686,3.372,4.172,4.961,5.618,6.283
0.043,1.001,1.801,2.557,3.408,4.181,4.922,5.649,6.342
0.044,0.940,1.798,2.609,3.411,4.193,4.932,5.689,6.346
0.078,0.891,1.834,2.620,3.313,4.200,4.909,5.650,6.335
0.140,0.950,1.793,2.599,3.494,4.226,4.941,5.722,6.239
0.090,0.932,1.868,2.553,3.392,4.236,4.852,5.659,6.332
0.055,0.904,1.722,2.589,3.468,4.209,4.960,5.637,6.298
0.031,0.951,1.788,2.642,3.374,4.229,5.001,5.650,6.252
0.115,0.879,1.763,2.618,3.417,4.135,4.914,5.650,6.299
0.056,0.908,1.740,2.575,3.343,4.196,4.938,5.605,6.329
0.137,1.029,1.801,2.568,3.339,4.197,4.904,5.713,6.274
0.168,0.923,1.831,2.636,3.435,4.181,4.839,5.720,6.274
0.090,0.882,1.793,2.570,3.455,4.185,4.932,5.632,6.297
0.105,0.912,1.832,2.605,3.416,4.188,4.952,5.591,6.278
0.062,0.950,1.725,2.569,3.406,4.133,4.941,5.618,6.248
0.072,0.997,1.789,2.604,3.439,4.194,4.977,5.683,6.381
0.171,0.971,1.826,2.631,3.373,4.170,4.963,5.662,6.317
0.081,0.963,1.714,2.618,3.370,4.193,5.005,5.679,6.396
0.114,0.949,1.774,2.564,3.478,4.208,4.920,5.596,6.377
0.112,0.908,1.748,2.565,3.431,4.245,4.924,5.643,6.362
0.160,0.987,1.784,2.634,3.431,4.095,4.943,5.612,6.341
0.119,0.975,1.858,2.567,3.382,4.168,4.920,5.694,6.255
0.120,0.946,1.750,2.571,3.446,4.225,4.942,5.573,6.317
0.099,0.944,1.787,2.659,3.395,4.202,4.941,5.698,6.318
0.141,0.999,1.735,2.641,3.397,4.165,4.959,5.657,6.328
0.006,0.898,1.831,2.550,3.418,4.166,5.010,5.572,6.359
0.149,0.903,1.835,2.610,3.436,4.292,5.023,5.660,6.352
0.150,0.936,1.706,2.650,3.389,4.189,4.932,5.601,6.285
0.137,0.936,1.761,2.561,3.384,4.227,4.973,5.670,6.374
0.061,0.907,1.807,2.700,3.442,4.100,4.943,5.731,6.330
0.085,0.963,1.792,2.637,3.388,4.093,4.976,5.619,6.302
0.125,0.905,1.779,2.635,3.405,4.222,4.929,5.702,6.305
0.036,0.895,1.816,2.641,3.314,4.174,4.985,5.650,6.316
0.106,0.941,1.742,2.543,3.475,4.185,4.961,5.654,6.300
0.083,0.981,1.795,2.668,3.357,4.163,4.892,5.697,6.311
0.097,0.987,1.791,2.603,3.393,4.181,4.931,5.672,6.356
0.110,1.011,1.746,2.677,3.419,4.174,4.925,5.648,6.305
0.161,0.954,1.840,2.549,3.418,4.166,4.904,5.634,6.359
0.170,0.935,1.721,2.618,3.392,4.193,4.960,5.674,6.268
0.067,0.940,1.760,2.637,3.415,4.141,4.945,5.628,6.307
0.167,0.933,1.815,2.627,3.419,4.200,4.943,5.606,6.322
0.051,1.057,1.755,2.605,3.435,4.239,4.948,5.653,6.299
0.139,0.960,1.734,2.679,3.382,4.212,4.893,5.601,6.241
0.008,0.935,1.843,2.566,3.431,4.132,4.948,5.611,6.378
-0.021,0.938,1.846,2.598,3.429,4.198,4.938,5.728,6.308
0.132,0.955,1.812,2.548,3.485,4.224,4.894,5.700,6.315
0.103,1.016,1.764,2.582,3.369,4.214,4.867,5.637,6.278
0.025,0.974,1.808,2.637,3.368,4.192,4.958,5.687,6.349
0.116,0.945,1.752,2.615,3.381,4.285,4.910,5.624,6.297
0.140,0.896,1.786,2.630,3.368,4.178,4.941,5.691,6.338
0.120,0.982,1.757,2.629,3.469,4.177,5.027,5.667,6.337
0.109,0.992,1.733,2.604,3.372,4.201,4.924,5.696,6.355
0.123,0.932,1.869,2.641,3.393,4.156,4.968,5.650,6.314
0.104,0.938,1.758,2.570,3.458,4.176,4.911,5.700,6.374
0.149,0.950,1.785,2.608,3.500,4.249,4.966,5.688,6.299
0.088,0.940,1.821,2.493,3.443,4.195,4.992,5.622,6.331
0.158,0.959,1.786,2.594,3.430,4.216,4.931,5.661,6.302
0.125,0.928,1.803,2.588,3.309,4.225,5.025,5.636,6.312
0.033,0.935,1.787,2.604,3.449,4.199,4.933,5.603,6.340
0.028,0.995,1.746,2.674,3.379,4.171,4.970,5.676,6.382
0.136,0.977,1.731,2.565,3.373,4.242,4.907,5.652,6.431
0.145,0.944,1.764,2.617,3.383,4.233,4.946,5.597,6.263
0.088,0.947,1.734,2.637,3.422,4.125,4.954,5.631,6.324
0.074,0.934,1.813,2.649,3.488,4.223,5.011,5.580,6.297
0.137,0.983,1.778,2.570,3.433,4.209,4.865,5.628,6.248
0.085,0.914,1.836,2.518,3.441,4.222,5.007,5.694,6.346
0.063,0.925,1.829,2.639,3.453,4.251,4.964,5.695,6.318
0.044,0.940,1.772,2.712,3.429,4.105,4.898,5.671,6.307
0.119,0.984,1.832,2.620,3.373,4.124,4.913,5.647,6.312
0.075,0.964,1.797,2.643,3.458,4.170,4.957,5.661,6.301
0.059,0.863,1.795,2.533,3.396,4.197,5.034,5.669,6.285
0.129,0.912,1.672,2.564,3.432,4.119,5.000,5.654,6.230
0.080,0.974,1.823,2.588,3.435,4.252,4.928,5.657,6.314
0.249,0.895,1.845,2.560,3.433,4.203,4.938,5.635,6.354
0.150,0.981,1.798,2.604,3.425,4.284,4.961,5.642,6.303
0.074,0.984,1.817,2.606,3.378,4.168,4.963,5.694,6.333
0.079,0.988,1.723,2.585,3.448,4.200,4.900,5.624,6.356
0.135,0.973,1.819,2.617,3.425,4.252,4.933,5.580,6.325
0.134,0.988,1.793,2.649,3.382,4.198,4.952,5.716,6.285
0.092,0.935,1.794,2.614,3.446,4.221,4.947,5.623,6.290
0.035,0.992,1.771,2.553,3.416,4.165,4.914,5.708,6.340
0.176,0.956,1.762,2.595,3.458,4.214,4.952,5.598,6.367
0.112,0.965,1.786,2.618,3.369,4.175,5.000,5.634,6.324
0.154,0.965,1.768,2.587,3.496,4.236,4.937,5.647,6.307
0.139,0.984,1.854,2.643,3.412,4.161,4.989,5.668,6.243
0.081,0.952,1.845,2.635,3.381,4.183,4.940,5.618,6.348
0.084,0.962,1.754,2.631,3.426,4.174,4.934,5.697,6.310
0.070,0.951,1.789,2.615,3.421,4.243,4.922,5.726,6.269
0.020,0.957,1.800,2.506,3.324,4.227,4.941,5.606,6.347
0.115,0.890,1.870,2.667,3.390,4.132,4.875,5.705,6.291
0.149,0.865,1.726,2.572,3.400,4.227,4.914,5.694,6.256
0.072,0.974,1.801,2.624,3.483,4.166,4.949,5.653,6.361
0.089,0.939,1.802,2.659,3.466,4.219,4.937,5.641,6.269
0.084,0.929,1.710,2.566,3.510,4.164,4.960,5.662,6.320
0.065,1.007,1.823,2.584,3.386,4.240,4.872,5.640,6.278
0.077,0.979,1.746,2.602,3.432,4.212,4.989,5.730,6.291
0.137,0.892,1.812,2.614,3.428,4.190,4.914,5.605,6.319
0.162,1.015,1.765,2.560,3.364,4.175,4.925,5.639,6.268
0.133,0.985,1.793,2.546,3.426,4.190,4.922,5.673,6.275
0.065,0.964,1.733,2.610,3.392,4.186,4.976,5.669,6.362
0.045,0.930,1.766,2.686,3.442,4.262,4.978,5.682,6.318
0.100,1.029,1.815,2.618,3.422,4.162,4.906,5.671,6.277
0.108,0.876,1.781,2.626,3.422,4.286,4.981,5.704,6.253
0.122,1.023,1.809,2.683,3.424,4.140,5.003,5.659,6.260
0.095,0.950,1.769,2.637,3.431,4.178,4.974,5.642,6.359
0.137,0.938,1.812,2.580,3.394,4.182,4.983,5.662,6.316
0.078,0.949,1.736,2.635,3.405,4.150,4.940,5.616,6.306
0.036,0.954,1.768,2.628,3.363,4.206,4.955,5.661,6.321
0.148,0.977,1.824,2.641,3.447,4.197,4.950,5.702,6.262
0.174,0.940,1.805,2.624,3.415,4.247,4.897,5.704,6.309
0.153,0.903,1.795,2.585,3.416,4.208,4.968,5.637,6.388
0.121,0.947,1.730,2.647,3.370,4.165,4.963,5.723,6.262
0.108,0.967,1.687,2.678,3.447,4.204,4.960,5.694,6.325
0.157,0.966,1.776,2.593,3.550,4.184,4.959,5.661,6.361
0.087,0.931,1.780,2.553,3.446,4.237,4.938,5.667,6.304
0.123,1.041,1.832,2.623,3.412,4.147,4.946,5.666,6.303
0.057,0.878,1.784,2.661,3.456,4.179,4.899,5.566,6.303
0.078,0.993,1.832,2.576,3.420,4.229,4.901,5.650,6.355
0.164,0.984,1.849,2.632,3.400,4.218,4.979,5.740,6.260
0.105,0.983,1.823,2.624,3.509,4.199,4.984,5.637,6.284
0.149,0.966,1.727,2.579,3.407,4.175,5.003,5.661,6.340
0.155,1.000,1.807,2.657,3.388,4.163,4.936,5.681,6.354
0.076,0.909,1.786,2.685,3.500,4.172,4.977,5.683,6.370
0.070,0.938,1.732,2.581,3.401,4.210,5.003,5.614,6.340
0.146,0.979,1.862,2.654,3.416,4.191,4.988,5.627,6.278
0.087,0.926,1.747,2.658,3.459,4.202,4.969,5.592,6.320
0.103,0.997,1.771,2.618,3.398,4.206,4.922,5.666,6.312
0.102,0.928,1.801,2.636,3.418,4.225,4.938,5.665,6.374
0.094,1.017,1.750,2.584,3.389,4.155,4.906,5.720,6.256
0.092,1.011,1.784,2.571,3.331,4.231,4.965,5.660,6.363
0.171,0.958,1.792,2.648,3.396,4.197,4.927,5.682,6.331
0.101,0.943,1.777,2.648,3.459,4.220,4.994,5.655,6.313
0.156,0.916,1.829,2.629,3.477,4.204,4.924,5.590,6.320
0.114,0.943,1.784,2.613,3.425,4.209,4.971,5.654,6.254
0.076,0.978,1.838,2.616,3.466,4.196,4.939,5.618,6.385
0.077,0.889,1.765,2.684,3.389,4.177,4.964,5.632,6.334
0.208,0.897,1.758,2.588,3.407,4.254,4.974,5.704,6.309
0.193,1.011,1.818,2.628,3.346,4.243,4.944,5.666,6.301
0.132,0.988,1.831,2.640,3.412,4.294,4.963,5.693,6.310
0.070,0.942,1.796,2.652,3.474,4.161,4.907,5.561,6.307
0.125,0.911,1.775,2.669,3.364,4.193,4.981,5.623,6.321
0.097,0.954,1.814,2.709,3.482,4.214,5.042,5.610,6.323
0.099,0.857,1.843,2.678,3.408,4.250,4.958,5.601,6.346
0.170,0.924,1.779,2.635,3.469,4.121,4.925,5.737,6.262
0.121,0.994,1.724,2.678,3.441,4.139,4.939,5.725,6.341
0.110,0.963,1.810,2.645,3.460,4.155,4.976,5.660,6.348
0.104,0.918,1.875,2.631,3.459,4.160,4.918,5.606,6.308
0.104,0.955,1.821,2.673,3.443,4.268,4.963,5.655,6.313
0.143,0.951,1.850,2.625,3.434,4.151,5.011,5.663,6.375
0.123,1.036,1.794,2.592,3.455,4.256,4.925,5.634,6.302
0.088,0.905,1.783,2.601,3.483,4.175,4.994,5.628,6.356
0.068,1.013,1.905,2.571,3.463,4.221,4.922,5.587,6.372
0.149,1.053,1.764,2.622,3.438,4.214,4.891,5.667,6.342
0.122,1.023,1.835,2.669,3.423,4.203,4.980,5.642,6.351
0.142,0.921,1.799,2.603,3.443,4.249,4.985,5.682,6.318
0.140,0.922,1.792,2.593,3.397,4.158,5.023,5.669,6.347
0.154,0.920,1.779,2.600,3.405,4.197,4.951,5.660,6.275
0.092,0.913,1.769,2.672,3.441,4.201,4.955,5.676,6.319
0.082,1.013,1.862,2.610,3.489,4.146,4.939,5.640,6.335
0.175,1.025,1.781,2.680,3.413,4.177,4.932,5.613,6.366
0.126,0.943,1.843,2.710,3.401,4.198,4.914,5.694,6.387
0.144,0.906,1.845,2.573,3.371,4.245,5.023,5.656,6.301
0.175,0.998,1.836,2.634,3.452,4.157,4.905,5.713,6.305
0.087,0.974,1.797,2.664,3.420,4.182,4.939,5.621,6.308
0.180,0.949,1.796,2.679,3.443,4.224,4.913,5.604,6.349
0.115,0.922,1.838,2.618,3.348,4.226,4.987,5.662,6.351
0.112,0.935,1.803,2.614,3.406,4.232,4.949,5.613,6.287
0.080,0.995,1.821,2.619,3.353,4.178,4.927,5.685,6.300
0.118,1.027,1.801,2.609,3.419,4.244,4.940,5.652,6.370
0.087,0.971,1.757,2.632,3.378,4.212,4.925,5.725,6.369
0.128,0.894,1.766,2.611,3.442,4.184,4.952,5.654,6.344
0.145,0.923,1.825,2.637,3.409,4.217,4.894,5.597,6.351
0.126,0.943,1.796,2.659,3.410,4.225,4.977,5.676,6.293
0.111,0.960,1.798,2.682,3.415,4.193,4.933,5.710,6.277
0.088,0.915,1.800,2.590,3.505,4.180,4.967,5.657,6.275
0.177,0.994,1.805,2.598,3.441,4.363,4.938,5.715,6.289
0.103,0.902,1.834,2.635,3.427,4.247,4.956,5.730,6.235
0.096,0.953,1.787,2.532,3.427,4.191,4.957,5.645,6.327
0.192,1.021,1.843,2.637,3.434,4.219,4.949,5.741,6.302
0.126,0.955,1.716,2.639,3.443,4.186,4.944,5.633,6.395
0.188,0.968,1.736,2.645,3.373,4.207,4.949,5.741,6.277
0.183,0.938,1.861,2.675,3.482,4.302,4.966,5.654,6.368
0.153,0.938,1.779,2.589,3.400,4.171,4.934,5.593,6.326
0.109,0.986,1.811,2.687,3.463,4.254,4.929,5.628,6.291
0.111,0.983,1.742,2.628,3.386,4.231,4.916,5.645,6.319
0.046,0.966,1.816,2.634,3.460,4.167,4.991,5.640,6.338
0.076,0.999,1.869,2.617,3.440,4.192,4.953,5.618,6.339
0.190,0.932,1.816,2.714,3.474,4.168,4.994,5.690,6.292
0.111,0.948,1.775,2.608,3.400,4.272,4.990,5.672,6.318
0.099,0.984,1.727,2.601,3.452,4.166,4.961,5.604,6.346
0.148,1.001,1.839,2.702,3.444,4.128,4.875,5.672,6.223
0.115,0.947,1.789,2.606,3.415,4.193,4.923,5.687,6.384
0.200,0.976,1.867,2.562,3.404,4.235,4.981,5.607,6.321
0.108,0.977,1.840,2.584,3.452,4.223,4.990,5.711,6.320
0.143,0.873,1.762,2.528,3.498,4.286,4.898,5.636,6.252
0.143,0.973,1.744,2.650,3.390,4.289,4.973,5.648,6.371
0.176,0.944,1.799,2.646,3.429,4.210,4.929,5.713,6.340
0.100,1.002,1.810,2.656,3.397,4.218,4.936,5.682,6.324
0.123,1.023,1.835,2.701,3.421,4.220,4.933,5.649,6.348
0.159,0.926,1.812,2.629,3.469,4.236,4.936,5.688,6.337
0.154,0.990,1.882,2.634,3.436,4.245,5.005,5.628,6.299
0.084,0.971,1.822,2.584,3.459,4.211,5.000,5.652,6.306
0.095,0.972,1.824,2.659,3.436,4.213,4.953,5.670,6.404
0.050,0.964,1.809,2.696,3.437,4.172,4.957,5.668,6.329
0.151,0.962,1.782,2.630,3.460,4.179,4.951,5.613,6.354
0.094,0.994,1.862,2.624,3.451,4.155,4.999,5.606,6.317
0.149,0.962,1.830,2.611,3.438,4.244,4.976,5.707,6.325
0.110,1.010,1.792,2.589,3.375,4.118,4.984,5.619,6.342
0.142,0.905,1.879,2.659,3.432,4.230,4.933,5.670,6.335
0.140,1.031,1.784,2.636,3.448,4.299,4.944,5.697,6.385
0.168,0.976,1.818,2.649,3.492,4.179,4.927,5.644,6.255
0.125,0.984,1.832,2.600,3.377,4.205,4.959,5.682,6.276
0.218,0.903,1.814,2.652,3.451,4.199,4.965,5.700,6.305
0.079,0.943,1.809,2.664,3.381,4.221,4.948,5.608,6.340
0.176,0.939,1.761,2.675,3.482,4.153,4.929,5.683,6.289
0.107,0.907,1.732,2.632,3.446,4.273,4.868,5.659,6.341
0.212,0.882,1.795,2.646,3.398,4.232,4.943,5.646,6.329
0.103,0.982,1.737,2.691,3.500,4.213,4.982,5.697,6.255
0.084,1.057,1.799,2.568,3.458,4.249,4.923,5.667,6.311
0.158,0.974,1.846,2.603,3.386,4.183,5.018,5.636,6.380
0.167,1.011,1.800,2.667,3.428,4.240,4.939,5.712,6.315
0.074,0.906,1.786,2.584,3.461,4.344,4.972,5.667,6.250
0.092,1.027,1.835,2.611,3.413,4.215,5.013,5.692,6.367
0.101,0.910,1.780,2.614,3.483,4.191,4.983,5.696,6.336
0.136,0.942,1.863,2.582,3.457,4.272,5.000,5.631,6.356
0.068,0.928,1.755,2.655,3.421,4.201,5.000,5.662,6.357
0.134,0.977,1.730,2.588,3.416,4.260,4.947,5.711,6.322
0.146,0.975,1.814,2.598,3.400,4.185,4.928,5.695,6.295
0.173,0.935,1.851,2.669,3.434,4.197,4.926,5.700,6.354
0.068,1.009,1.804,2.624,3.391,4.254,4.985,5.679,6.413
0.076,0.977,1.710,2.597,3.478,4.227,4.905,5.687,6.354
0.163,0.989,1.840,2.583,3.432,4.240,5.033,5.663,6.323
0.132,0.939,1.804,2.589,3.487,4.232,4.973,5.741,6.337
0.065,0.959,1.847,2.684,3.406,4.191,4.970,5.648,6.380
0.121,0.959,1.869,2.683,3.448,4.209,5.038,5.703,6.249
0.141,0.947,1.790,2.578,3.436,4.242,4.931,5.644,6.391
0.258,0.941,1.776,2.573,3.421,4.209,4.914,5.605,6.355
0.075,1.030,1.837,2.707,3.500,4.257,4.986,5.616,6.353
0.071,1.004,1.826,2.640,3.473,4.236,5.000,5.742,6.374
0.058,0.979,1.811,2.627,3.448,4.231,4.958,5.710,6.298
0.116,0.978,1.815,2.530,3.426,4.277,5.033,5.715,6.341
0.152,0.963,1.838,2.644,3.403,4.215,4.860,5.628,6.311
0.089,0.968,1.813,2.688,3.449,4.198,4.956,5.665,6.255
0.192,0.959,1.852,2.697,3.454,4.242,4.963,5.672,6.346
0.142,0.974,1.799,2.668,3.458,4.255,5.011,5.741,6.309
0.136,0.968,1.829,2.611,3.418,4.170,4.974,5.697,6.396
0.128,0.975,1.803,2.582,3.456,4.276,5.024,5.650,6.302
0.118,0.933,1.892,2.697,3.470,4.225,4.962,5.701,6.398
0.120,0.905,1.815,2.635,3.473,4.192,4.954,5.690,6.341
0.143,0.989,1.787,2.563,3.389,4.255,4.965,5.680,6.368
0.166,0.891,1.782,2.626,3.375,4.184,4.997,5.725,6.351
0.073,0.963,1.835,2.670,3.464,4.209,4.990,5.679,6.341
0.138,0.931,1.811,2.590,3.399,4.229,4.959,5.681,6.325
0.165,0.984,1.810,2.613,3.466,4.260,4.969,5.765,6.298
0.088,0.975,1.743,2.692,3.453,4.204,4.947,5.603,6.313
0.191,0.947,1.824,2.634,3.433,4.144,4.947,5.603,6.310
0.141,0.966,1.846,2.550,3.466,4.224,4.923,5.605,6.369
0.086,1.037,1.721,2.598,3.427,4.213,4.976,5.651,6.351
0.114,0.985,1.815,2.626,3.472,4.173,4.918,5.660,6.304
0.126,0.985,1.749,2.648,3.386,4.207,4.939,5.632,6.286
0.107,0.959,1.788,2.651,3.486,4.248,5.034,5.673,6.327
0.049,1.008,1.833,2.667,3.448,4.244,4.962,5.702,6.348
0.121,0.952,1.741,2.594,3.398,4.196,4.941,5.656,6.366
0.121,0.949,1.797,2.591,3.450,4.223,5.022,5.628,6.377
0.141,0.970,1.882,2.589,3.390,4.181,4.948,5.714,6.391
0.179,0.941,1.815,2.594,3.425,4.243,4.939,5.611,6.351
0.145,0.950,1.794,2.676,3.419,4.206,4.949,5.650,6.357
0.178,0.944,1.812,2.694,3.525,4.189,4.978,5.667,6.326
0.145,1.008,1.882,2.541,3.385,4.232,4.942,5.641,6.322
0.113,0.984,1.828,2.588,3.468,4.266,5.027,5.672,6.323
0.120,0.958,1.829,2.671,3.398,4.223,4.989,5.691,6.329
0.079,0.966,1.756,2.672,3.449,4.288,4.990,5.616,6.335
0.115,0.978,1.833,2.600,3.435,4.271,5.061,5.706,6.279
0.160,0.963,1.756,2.639,3.438,4.213,4.958,5.667,6.311
0.136,0.973,1.840,2.595,3.425,4.158,4.956,5.734,6.390
0.114,0.947,1.757,2.651,3.432,4.182,4.969,5.624,6.332
0.077,1.036,1.764,2.712,3.450,4.290,4.984,5.644,6.408
0.113,1.048,1.847,2.716,3.412,4.242,4.907,5.643,6.357
0.154,0.930,1.796,2.659,3.379,4.274,4.963,5.634,6.363
0.111,0.978,1.793,2.632,3.444,4.234,4.924,5.655,6.311
0.134,0.998,1.877,2.590,3.488,4.237,4.962,5.648,6.353
0.102,0.930,1.862,2.658,3.457,4.178,4.954,5.613,6.376
0.199,0.957,1.801,2.632,3.489,4.214,4.981,5.665,6.309
0.112,1.025,1.796,2.667,3.435,4.254,4.981,5.628,6.353
0.112,1.017,1.819,2.637,3.521,4.152,4.975,5.601,6.318
0.133,0.982,1.780,2.676,3.466,4.250,4.967,5.650,6.338
