1,2,3,4,5,6,7,8,yuyu
-0.005,0.913,1.681,2.539,3.313,4.168,4.914,5.607,6.295
0.056,0.898,1.683,2.589,3.405,4.167,4.865,5.593,6.215
-0.014,0.905,1.737,2.499,3.380,4.118,4.944,5.640,6.242
0.024,0.846,1.750,2.568,3.347,4.120,4.854,5.656,6.286
0.031,0.870,1.711,2.568,3.305,4.138,4.811,5.560,6.305
0.012,0.937,1.725,2.585,3.394,4.134,4.893,5.568,6.284
-0.009,0.908,1.802,2.576,3.379,4.183,4.912,5.650,6.267
0.051,0.898,1.764,2.526,3.361,4.160,4.891,5.595,6.256
0.011,0.904,1.676,2.518,3.354,4.184,4.824,5.744,6.334
0.040,0.862,1.783,2.479,3.374,4.119,4.871,5.576,6.283
0.165,0.909,1.676,2.573,3.334,4.151,4.871,5.645,6.171
0.051,0.893,1.749,2.532,3.357,4.120,4.844,5.621,6.250
0.033,0.889,1.781,2.517,3.317,4.171,4.869,5.556,6.223
0.036,0.873,1.727,2.538,3.394,4.152,4.866,5.619,6.302
0.146,0.879,1.769,2.484,3.337,4.165,4.847,5.572,6.306
0.041,0.872,1.688,2.630,3.332,4.125,4.915,5.695,6.282
0.054,0.895,1.707,2.585,3.336,4.148,4.898,5.594,6.233
0.012,0.921,1.770,2.535,3.334,4.195,4.912,5.535,6.245
0.082,0.818,1.722,2.539,3.306,4.164,4.947,5.549,6.355
0.030,0.862,1.813,2.573,3.319,4.168,4.903,5.569,6.293
0.051,0.870,1.652,2.486,3.283,4.128,4.904,5.571,6.275
-0.000,0.848,1.678,2.544,3.373,4.098,4.903,5.605,6.237
0.014,0.902,1.745,2.559,3.366,4.160,4.930,5.586,6.278
0.096,0.921,1.686,2.557,3.371,4.145,4.886,5.587,6.223
0.065,0.927,1.711,2.530,3.499,4.172,4.881,5.559,6.260
0.003,0.851,1.707,2.626,3.315,4.150,4.820,5.583,6.275
0.041,0.951,1.695,2.546,3.349,4.144,4.812,5.561,6.232
0.016,0.946,1.689,2.545,3.362,4.151,4.834,5.585,6.245
0.036,0.845,1.714,2.538,3.366,4.176,4.959,5.650,6.262
0.101,0.899,1.669,2.510,3.349,4.200,4.863,5.583,6.305
0.035,0.927,1.789,2.510,3.412,4.120,4.860,5.576,6.262
0.047,0.988,1.714,2.529,3.345,4.096,4.874,5.663,6.258
0.092,0.840,1.687,2.545,3.364,4.142,4.905,5.572,6.291
0.045,0.804,1.716,2.513,3.376,4.142,4.902,5.575,6.238
-0.018,0.919,1.681,2.580,3.362,4.065,4.913,5.632,6.253
0.030,0.902,1.721,2.561,3.371,4.117,4.883,5.618,6.239
-0.008,0.886,1.751,2.542,3.310,4.128,4.865,5.610,6.313
0.082,0.958,1.819,2.562,3.359,4.123,4.814,5.653,6.295
0.068,0.946,1.714,2.566,3.328,4.124,4.844,5.648,6.183
0.046,0.879,1.693,2.632,3.334,4.106,4.857,5.663,6.317
0.009,0.999,1.686,2.559,3.374,4.077,4.831,5.573,6.289
0.044,0.881,1.790,2.508,3.331,4.128,4.894,5.677,6.240
0.051,0.915,1.701,2.545,3.362,4.117,4.913,5.569,6.265
0.030,0.886,1.768,2.558,3.375,4.183,4.934,5.533,6.248
0.074,0.895,1.695,2.554,3.392,4.142,4.812,5.670,6.225
0.044,0.938,1.763,2.537,3.413,4.209,4.937,5.626,6.236
0.034,0.843,1.781,2.607,3.414,4.148,4.903,5.617,6.265
0.066,0.953,1.721,2.540,3.383,4.136,4.895,5.673,6.241
0.039,0.904,1.728,2.548,3.339,4.184,4.874,5.576,6.243
0.052,0.893,1.743,2.606,3.319,4.109,4.887,5.672,6.291
0.029,0.904,1.803,2.537,3.330,4.115,4.861,5.585,6.267
0.059,0.886,1.809,2.548,3.342,4.122,4.839,5.572,6.277
0.070,0.907,1.741,2.583,3.343,4.178,4.830,5.608,6.267
0.111,0.850,1.761,2.615,3.393,4.177,4.875,5.654,6.181
0.028,0.903,1.764,2.524,3.364,4.204,4.902,5.640,6.244
0.043,0.856,1.684,2.512,3.438,4.154,4.897,5.608,6.252
0.073,0.884,1.766,2.524,3.337,4.143,4.824,5.608,6.314
0.058,0.936,1.743,2.569,3.387,4.154,4.879,5.631,6.277
0.084,0.890,1.701,2.543,3.335,4.094,4.893,5.604,6.247
0.100,0.931,1.664,2.583,3.384,4.134,4.831,5.684,6.290
0.033,0.877,1.753,2.528,3.345,4.176,4.892,5.547,6.258
0.075,0.900,1.768,2.505,3.419,4.178,4.889,5.571,6.269
-0.008,0.909,1.708,2.521,3.351,4.109,4.948,5.616,6.244
0.090,0.880,1.732,2.514,3.388,4.143,4.857,5.603,6.303
0.000,0.852,1.785,2.544,3.380,4.123,4.920,5.584,6.275
0.077,0.905,1.684,2.564,3.370,4.137,4.893,5.633,6.231
0.081,0.890,1.827,2.532,3.413,4.159,4.902,5.590,6.313
0.039,0.941,1.783,2.547,3.399,4.159,4.906,5.682,6.284
0.046,0.893,1.681,2.572,3.364,4.147,4.931,5.678,6.282
-0.006,0.943,1.767,2.499,3.396,4.136,4.885,5.552,6.307
0.011,0.932,1.649,2.571,3.392,4.198,4.899,5.605,6.267
0.047,0.935,1.830,2.556,3.415,4.216,4.887,5.597,6.223
0.006,0.947,1.699,2.585,3.299,4.158,4.887,5.642,6.283
0.031,0.944,1.730,2.558,3.422,4.151,4.889,5.617,6.273
0.062,0.931,1.676,2.602,3.382,4.156,4.865,5.577,6.299
0.087,0.909,1.740,2.574,3.345,4.213,4.872,5.599,6.248
0.065,0.961,1.741,2.517,3.364,4.174,4.913,5.634,6.298
0.074,0.966,1.768,2.599,3.405,4.133,4.878,5.601,6.245
0.051,0.957,1.625,2.600,3.410,4.160,4.912,5.617,6.248
0.080,0.883,1.704,2.598,3.365,4.168,4.822,5.628,6.282
0.057,0.896,1.725,2.575,3.368,4.140,4.864,5.601,6.251
0.075,0.883,1.765,2.499,3.402,4.208,4.883,5.564,6.336
0.123,0.874,1.762,2.536,3.362,4.097,4.936,5.584,6.274
0.093,0.867,1.798,2.601,3.263,4.141,4.954,5.569,6.261
0.014,0.951,1.785,2.477,3.332,4.111,4.882,5.629,6.263
0.003,0.848,1.748,2.491,3.347,4.086,4.854,5.678,6.244
0.043,0.926,1.754,2.515,3.268,4.083,4.870,5.616,6.300
0.021,1.019,1.793,2.552,3.386,4.163,4.888,5.565,6.303
-0.026,0.980,1.742,2.513,3.380,4.183,4.928,5.652,6.300
0.036,0.891,1.703,2.556,3.340,4.129,4.888,5.528,6.263
0.056,0.856,1.724,2.576,3.375,4.119,4.877,5.667,6.304
0.084,0.919,1.674,2.516,3.399,4.128,4.923,5.586,6.275
0.023,0.776,1.781,2.545,3.401,4.211,4.856,5.650,6.281
0.040,0.959,1.765,2.498,3.355,4.192,4.913,5.658,6.307
0.061,0.909,1.645,2.592,3.329,4.159,4.861,5.635,6.324
-0.001,0.926,1.810,2.521,3.377,4.109,4.912,5.531,6.312
0.048,0.892,1.685,2.680,3.422,4.145,4.851,5.575,6.273
0.061,0.875,1.754,2.551,3.353,4.096,4.851,5.634,6.282
0.012,0.852,1.768,2.584,3.321,4.165,4.894,5.626,6.273
0.051,0.881,1.710,2.576,3.309,4.132,4.877,5.660,6.209
0.039,0.955,1.783,2.560,3.437,4.142,4.965,5.604,6.238
0.076,0.897,1.789,2.537,3.381,4.147,4.881,5.644,6.286
0.030,0.928,1.772,2.582,3.359,4.170,4.820,5.629,6.213
0.049,0.891,1.740,2.530,3.326,4.194,4.963,5.657,6.300
-0.002,0.902,1.759,2.617,3.369,4.101,4.914,5.614,6.253
0.029,0.970,1.826,2.556,3.346,4.131,4.959,5.625,6.317
0.077,0.873,1.705,2.556,3.366,4.215,4.861,5.661,6.296
0.040,0.907,1.768,2.601,3.444,4.183,4.881,5.628,6.188
0.122,0.882,1.753,2.549,3.324,4.183,4.856,5.648,6.231
0.002,0.876,1.785,2.535,3.369,4.141,4.941,5.626,6.267
0.076,0.897,1.673,2.605,3.384,4.237,4.859,5.564,6.312
-0.009,0.971,1.770,2.613,3.337,4.106,4.860,5.609,6.316
0.079,0.934,1.773,2.509,3.391,4.170,4.971,5.602,6.289
0.020,0.837,1.757,2.594,3.399,4.142,4.883,5.679,6.288
0.152,0.944,1.793,2.557,3.342,4.174,4.826,5.625,6.192
0.069,0.840,1.673,2.543,3.379,4.109,4.844,5.579,6.305
0.002,0.921,1.739,2.549,3.396,4.200,4.921,5.653,6.232
0.033,0.819,1.741,2.613,3.385,4.134,4.854,5.665,6.334
0.086,0.890,1.727,2.552,3.372,4.164,4.934,5.657,6.235
0.062,0.904,1.754,2.547,3.329,4.088,4.902,5.659,6.257
0.004,0.925,1.680,2.638,3.387,4.151,4.844,5.623,6.276
-0.006,0.959,1.720,2.578,3.438,4.170,4.889,5.624,6.201
0.046,0.918,1.717,2.545,3.377,4.168,4.926,5.590,6.250
0.054,0.944,1.699,2.544,3.437,4.141,4.882,5.583,6.289
0.065,0.907,1.752,2.582,3.414,4.165,4.863,5.648,6.327
0.051,0.869,1.765,2.569,3.397,4.157,4.914,5.626,6.266
0.092,0.962,1.704,2.625,3.344,4.219,4.912,5.567,6.349
0.076,0.921,1.725,2.571,3.369,4.181,4.845,5.646,6.340
0.082,0.878,1.793,2.522,3.397,4.184,4.921,5.596,6.283
0.085,0.963,1.726,2.557,3.326,4.116,4.911,5.599,6.240
0.013,0.873,1.727,2.579,3.386,4.180,4.872,5.579,6.218
0.033,0.843,1.663,2.548,3.429,4.193,4.899,5.633,6.281
0.060,0.899,1.771,2.527,3.284,4.149,4.946,5.527,6.271
0.054,0.915,1.810,2.606,3.283,4.073,4.872,5.563,6.351
0.030,0.852,1.764,2.500,3.405,4.106,4.890,5.594,6.324
0.021,0.932,1.705,2.574,3.369,4.165,4.859,5.595,6.338
0.074,0.962,1.700,2.556,3.461,4.244,4.956,5.597,6.289
0.097,0.904,1.789,2.555,3.401,4.195,4.850,5.634,6.253
0.094,0.897,1.740,2.517,3.400,4.119,4.884,5.570,6.199
0.070,0.917,1.743,2.540,3.369,4.098,4.884,5.582,6.305
0.125,0.873,1.745,2.609,3.389,4.143,4.894,5.613,6.263
0.037,0.941,1.735,2.545,3.362,4.117,4.899,5.631,6.329
0.045,0.968,1.761,2.522,3.303,4.114,4.904,5.569,6.335
0.066,0.800,1.693,2.665,3.417,4.139,4.899,5.576,6.280
0.043,0.936,1.763,2.608,3.348,4.130,4.910,5.686,6.266
0.064,0.910,1.704,2.612,3.399,4.182,4.899,5.590,6.266
0.026,0.938,1.759,2.620,3.417,4.113,4.873,5.610,6.291
0.013,0.899,1.778,2.544,3.328,4.151,4.880,5.624,6.257
0.094,0.969,1.795,2.521,3.385,4.182,4.962,5.580,6.231
0.050,0.976,1.785,2.551,3.414,4.143,4.917,5.639,6.299
0.067,0.948,1.726,2.566,3.347,4.093,4.930,5.604,6.317
0.011,0.877,1.734,2.577,3.418,4.145,4.953,5.581,6.259
0.074,0.899,1.776,2.559,3.354,4.110,4.828,5.632,6.213
0.111,0.909,1.746,2.597,3.441,4.222,4.925,5.551,6.299
-0.009,0.868,1.753,2.502,3.338,4.213,4.874,5.574,6.293
0.067,0.924,1.755,2.510,3.376,4.178,4.901,5.605,6.238
0.035,0.978,1.828,2.567,3.380,4.163,4.867,5.653,6.276
0.049,0.970,1.722,2.590,3.393,4.168,4.937,5.614,6.326
0.082,0.894,1.807,2.611,3.301,4.172,4.933,5.642,6.348
0.106,0.900,1.755,2.564,3.423,4.092,4.966,5.547,6.329
0.131,0.873,1.821,2.659,3.423,4.128,4.964,5.697,6.305
0.148,0.932,1.765,2.631,3.405,4.172,4.963,5.641,6.311
0.110,0.926,1.777,2.565,3.365,4.118,4.880,5.652,6.297
0.135,0.956,1.779,2.636,3.366,4.165,4.895,5.621,6.320
0.018,0.971,1.719,2.584,3.325,4.110,4.861,5.591,6.197
0.049,0.883,1.723,2.577,3.370,4.130,4.936,5.536,6.260
0.102,0.948,1.759,2.586,3.351,4.192,4.971,5.639,6.294
0.053,0.944,1.710,2.618,3.390,4.137,4.947,5.610,6.274
0.113,0.920,1.743,2.661,3.425,4.110,4.876,5.614,6.208
0.052,0.900,1.755,2.575,3.374,4.080,4.900,5.605,6.317
0.079,0.918,1.705,2.594,3.393,4.233,4.916,5.658,6.211
0.083,0.853,1.800,2.620,3.358,4.145,4.863,5.630,6.238
0.072,0.941,1.760,2.540,3.405,4.091,4.919,5.640,6.272
0.057,0.897,1.753,2.620,3.353,4.127,4.886,5.636,6.220
0.107,0.875,1.749,2.521,3.345,4.158,4.944,5.711,6.287
0.095,0.856,1.694,2.505,3.393,4.149,4.897,5.612,6.292
0.125,0.905,1.681,2.595,3.353,4.117,4.901,5.606,6.236
0.054,0.866,1.739,2.633,3.340,4.126,4.916,5.617,6.297
0.071,0.925,1.732,2.565,3.374,4.159,4.912,5.618,6.298
-0.015,0.812,1.733,2.596,3.380,4.214,4.928,5.574,6.263
0.045,0.983,1.845,2.592,3.296,4.245,4.896,5.611,6.319
0.081,0.905,1.741,2.568,3.372,4.150,4.967,5.678,6.257
0.043,0.896,1.795,2.608,3.398,4.113,4.838,5.715,6.303
0.078,0.944,1.653,2.484,3.350,4.159,4.843,5.620,6.279
0.059,0.970,1.770,2.598,3.403,4.216,5.009,5.549,6.345
0.025,0.924,1.736,2.571,3.347,4.142,4.979,5.660,6.255
0.070,0.953,1.725,2.616,3.316,4.141,4.913,5.550,6.283
0.123,0.953,1.733,2.523,3.364,4.123,4.966,5.642,6.303
0.084,0.932,1.782,2.672,3.358,4.123,4.821,5.595,6.306
0.032,0.904,1.736,2.610,3.430,4.141,4.905,5.643,6.273
0.089,0.891,1.759,2.570,3.352,4.202,4.910,5.609,6.288
0.057,0.899,1.708,2.610,3.358,4.210,4.991,5.587,6.274
0.014,0.975,1.751,2.605,3.347,4.219,4.870,5.598,6.277
0.007,0.909,1.762,2.642,3.380,4.149,4.903,5.628,6.256
0.064,0.930,1.783,2.564,3.376,4.107,4.929,5.626,6.270
0.142,0.985,1.677,2.557,3.479,4.237,4.877,5.615,6.264
0.090,0.905,1.758,2.600,3.406,4.154,4.901,5.604,6.287
0.026,0.865,1.689,2.560,3.431,4.232,4.901,5.646,6.282
0.004,0.924,1.739,2.620,3.374,4.163,4.898,5.606,6.333
0.050,0.903,1.644,2.533,3.389,4.173,4.882,5.603,6.227
0.022,0.874,1.723,2.593,3.437,4.188,4.867,5.623,6.277
0.073,0.875,1.826,2.546,3.355,4.149,4.887,5.616,6.330
0.064,0.882,1.732,2.540,3.402,4.113,4.882,5.610,6.334
0.076,0.901,1.831,2.564,3.382,4.149,4.893,5.616,6.255
-0.011,0.941,1.779,2.570,3.404,4.122,4.887,5.659,6.285
0.121,0.930,1.730,2.510,3.398,4.207,4.884,5.664,6.267
0.052,0.955,1.831,2.624,3.358,4.163,4.959,5.622,6.223
0.075,0.935,1.697,2.576,3.442,4.233,4.923,5.677,6.260
0.145,0.968,1.749,2.610,3.316,4.195,4.869,5.592,6.350
0.051,0.924,1.785,2.589,3.340,4.100,4.917,5.631,6.259
0.044,0.908,1.728,2.594,3.393,4.167,4.894,5.612,6.243
0.014,0.973,1.765,2.597,3.382,4.122,4.909,5.631,6.323
0.064,0.937,1.696,2.633,3.309,4.123,4.947,5.618,6.312
0.124,0.914,1.804,2.562,3.408,4.162,4.897,5.563,6.237
0.072,0.922,1.765,2.549,3.376,4.141,4.974,5.563,6.312
0.052,0.930,1.705,2.527,3.362,4.197,4.885,5.617,6.314
0.139,0.935,1.767,2.565,3.378,4.085,4.835,5.634,6.253
0.093,0.862,1.824,2.551,3.394,4.176,4.975,5.669,6.247
0.101,0.910,1.766,2.579,3.431,4.169,4.936,5.569,6.276
0.099,0.886,1.738,2.574,3.369,4.164,4.875,5.595,6.332
0.028,0.926,1.809,2.618,3.316,4.108,4.858,5.584,6.324
0.025,0.887,1.732,2.622,3.416,4.142,4.832,5.613,6.286
0.111,0.927,1.781,2.552,3.463,4.169,4.974,5.671,6.289
0.109,0.924,1.744,2.521,3.410,4.179,4.901,5.696,6.295
0.028,0.948,1.688,2.649,3.380,4.165,4.926,5.592,6.315
0.080,0.958,1.792,2.554,3.366,4.143,4.892,5.583,6.312
0.022,0.887,1.785,2.538,3.388,4.121,4.885,5.699,6.343
-0.005,0.906,1.792,2.546,3.347,4.142,4.919,5.634,6.289
0.034,0.979,1.723,2.627,3.378,4.225,4.899,5.586,6.358
0.045,0.901,1.813,2.607,3.373,4.146,4.904,5.643,6.205
0.062,0.903,1.749,2.623,3.442,4.146,4.893,5.633,6.288
0.073,0.903,1.705,2.612,3.453,4.160,4.946,5.625,6.195
0.069,0.978,1.712,2.554,3.315,4.181,4.942,5.586,6.285
0.039,0.956,1.805,2.519,3.430,4.141,4.910,5.598,6.287
0.103,0.914,1.685,2.585,3.426,4.124,4.944,5.572,6.234
0.110,0.947,1.820,2.570,3.285,4.145,4.866,5.648,6.293
0.145,0.878,1.787,2.540,3.320,4.183,4.839,5.662,6.270
0.074,0.866,1.741,2.656,3.377,4.183,4.967,5.553,6.290
0.055,0.941,1.811,2.610,3.342,4.166,4.962,5.622,6.323
0.093,0.953,1.717,2.624,3.384,4.158,4.871,5.610,6.272
0.070,0.920,1.708,2.583,3.387,4.130,4.858,5.574,6.274
0.050,0.877,1.764,2.590,3.366,4.199,4.913,5.592,6.272
0.157,0.834,1.755,2.638,3.411,4.113,4.893,5.642,6.362
0.065,0.849,1.765,2.598,3.333,4.212,4.896,5.573,6.223
0.061,0.899,1.748,2.576,3.418,4.089,4.859,5.589,6.241
0.058,0.856,1.746,2.615,3.310,4.123,4.900,5.617,6.266
0.093,0.939,1.744,2.618,3.369,4.154,4.899,5.617,6.311
-0.011,0.842,1.754,2.517,3.394,4.112,4.914,5.653,6.333
0.012,0.888,1.781,2.600,3.370,4.173,4.945,5.609,6.295
0.074,0.875,1.720,2.649,3.370,4.178,4.896,5.661,6.244
0.081,0.892,1.739,2.531,3.410,4.181,4.897,5.620,6.271
0.054,0.942,1.782,2.595,3.361,4.154,4.884,5.604,6.289
0.135,0.935,1.772,2.603,3.402,4.185,4.871,5.642,6.359
0.149,0.956,1.724,2.585,3.381,4.236,4.939,5.636,6.303
0.087,0.949,1.827,2.578,3.363,4.134,4.958,5.667,6.287
-0.011,0.951,1.727,2.557,3.339,4.156,4.951,5.623,6.298
0.082,0.889,1.794,2.541,3.397,4.181,4.963,5.666,6.298
0.126,0.906,1.777,2.565,3.425,4.130,4.914,5.615,6.296
0.012,0.925,1.709,2.596,3.397,4.165,4.878,5.712,6.276
0.081,0.843,1.718,2.620,3.357,4.126,4.945,5.671,6.305
0.089,0.896,1.716,2.535,3.357,4.210,4.900,5.619,6.287
0.194,0.902,1.748,2.588,3.436,4.147,4.865,5.637,6.265
0.007,0.831,1.771,2.644,3.433,4.085,4.819,5.592,6.309
0.118,0.891,1.843,2.573,3.370,4.223,4.882,5.637,6.234
0.074,1.000,1.693,2.534,3.359,4.124,4.933,5.585,6.352
0.095,0.936,1.734,2.574,3.359,4.119,4.896,5.634,6.277
0.077,0.900,1.698,2.539,3.403,4.123,4.936,5.591,6.330
0.091,0.876,1.749,2.571,3.370,4.109,4.916,5.656,6.292
0.000,0.968,1.766,2.563,3.425,4.128,4.909,5.607,6.287
0.128,0.920,1.798,2.567,3.408,4.180,4.878,5.596,6.286
0.056,0.962,1.822,2.592,3.413,4.172,4.908,5.702,6.347
0.030,0.884,1.765,2.644,3.427,4.106,4.874,5.612,6.267
0.079,0.858,1.813,2.505,3.321,4.168,4.939,5.635,6.308
0.081,0.971,1.751,2.625,3.358,4.158,4.949,5.580,6.331
0.046,0.917,1.802,2.595,3.457,4.153,4.981,5.637,6.265
0.110,0.895,1.747,2.593,3.319,4.189,4.873,5.605,6.266
0.062,0.902,1.806,2.590,3.386,4.213,4.885,5.638,6.283
0.062,0.919,1.730,2.566,3.374,4.128,4.899,5.708,6.284
0.103,0.923,1.799,2.508,3.463,4.125,4.897,5.630,6.331
0.186,0.924,1.753,2.566,3.414,4.212,4.941,5.630,6.214
0.125,0.986,1.734,2.604,3.314,4.184,4.874,5.613,6.227
0.117,0.912,1.679,2.616,3.394,4.184,4.904,5.716,6.332
0.070,0.936,1.778,2.613,3.310,4.124,4.899,5.666,6.266
0.106,0.882,1.788,2.543,3.394,4.132,4.887,5.661,6.238
0.104,0.967,1.772,2.563,3.374,4.209,4.873,5.607,6.229
0.072,0.877,1.783,2.579,3.380,4.189,4.942,5.613,6.262
0.105,0.933,1.790,2.669,3.379,4.167,4.936,5.649,6.280
0.056,0.924,1.761,2.618,3.412,4.177,4.972,5.631,6.313
0.142,0.863,1.752,2.603,3.398,4.182,4.934,5.604,6.255
0.022,0.939,1.670,2.638,3.372,4.205,4.893,5.626,6.267
0.092,0.898,1.715,2.489,3.403,4.187,4.923,5.656,6.335
0.098,0.924,1.766,2.562,3.387,4.196,4.966,5.595,6.310
0.073,0.934,1.809,2.585,3.491,4.173,4.975,5.664,6.313
0.021,0.996,1.747,2.553,3.406,4.122,4.919,5.680,6.253
0.106,0.986,1.789,2.586,3.406,4.196,4.930,5.594,6.303
0.094,1.023,1.772,2.646,3.378,4.188,4.883,5.599,6.256
0.093,0.942,1.770,2.672,3.415,4.205,5.006,5.639,6.293
0.093,0.911,1.808,2.584,3.440,4.179,4.856,5.564,6.329
0.013,0.906,1.781,2.604,3.362,4.236,4.899,5.571,6.291
0.077,0.935,1.752,2.586,3.391,4.168,4.845,5.602,6.279
0.061,0.918,1.790,2.596,3.385,4.144,4.929,5.606,6.272
0.099,0.858,1.736,2.596,3.399,4.203,4.989,5.630,6.283
0.112,0.873,1.757,2.648,3.390,4.246,4.959,5.672,6.259
0.061,0.976,1.734,2.565,3.387,4.117,4.917,5.675,6.332
0.111,0.907,1.777,2.546,3.388,4.194,4.947,5.612,6.269
0.173,0.912,1.728,2.597,3.464,4.194,4.887,5.707,6.258
0.068,0.865,1.728,2.608,3.348,4.172,4.874,5.529,6.279
0.055,0.936,1.752,2.569,3.341,4.210,4.853,5.652,6.294
0.066,0.953,1.760,2.576,3.418,4.167,4.856,5.602,6.315
0.102,0.925,1.800,2.588,3.422,4.094,4.997,5.617,6.256
0.101,0.821,1.737,2.537,3.448,4.153,4.981,5.589,6.307
0.074,0.942,1.773,2.603,3.448,4.231,4.920,5.597,6.285
0.087,0.962,1.818,2.628,3.423,4.157,4.906,5.669,6.289
0.129,0.888,1.805,2.651,3.403,4.262,4.983,5.585,6.242
0.156,0.898,1.807,2.635,3.371,4.152,4.924,5.695,6.259
0.072,0.955,1.769,2.622,3.409,4.191,4.896,5.697,6.294
0.023,0.904,1.763,2.543,3.381,4.157,4.878,5.682,6.292
0.091,0.893,1.714,2.597,3.324,4.158,4.940,5.652,6.311
0.103,0.944,1.713,2.606,3.361,4.180,4.921,5.635,6.299
0.037,0.970,1.798,2.576,3.358,4.155,4.949,5.619,6.308
0.120,0.965,1.785,2.644,3.441,4.144,4.943,5.575,6.333
0.037,0.911,1.786,2.641,3.418,4.255,4.928,5.694,6.343
0.139,0.993,1.759,2.597,3.374,4.191,4.913,5.613,6.250
0.045,0.972,1.741,2.570,3.406,4.146,4.878,5.637,6.273
0.134,0.886,1.748,2.678,3.421,4.181,4.959,5.681,6.315
0.034,0.948,1.763,2.673,3.402,4.104,4.900,5.611,6.285
0.025,0.920,1.786,2.618,3.418,4.155,4.968,5.660,6.298
0.059,0.944,1.835,2.554,3.387,4.211,4.963,5.561,6.317
0.065,0.962,1.746,2.541,3.454,4.219,4.991,5.589,6.228
0.089,0.948,1.740,2.567,3.399,4.206,4.953,5.527,6.290
0.059,0.907,1.772,2.559,3.359,4.195,4.908,5.588,6.234
0.158,0.919,1.783,2.576,3.497,4.176,4.967,5.657,6.283
0.055,0.881,1.723,2.604,3.318,4.145,4.943,5.590,6.315
0.106,0.985,1.836,2.614,3.407,4.229,4.865,5.620,6.310
0.162,0.888,1.837,2.620,3.361,4.156,4.949,5.613,6.330
0.067,0.963,1.700,2.618,3.445,4.163,4.981,5.609,6.435
0.071,0.952,1.763,2.547,3.406,4.214,4.893,5.589,6.307
0.081,0.977,1.737,2.584,3.411,4.160,4.861,5.633,6.288
0.044,0.921,1.697,2.546,3.413,4.146,4.912,5.608,6.311
0.107,0.888,1.797,2.548,3.363,4.217,4.938,5.678,6.308
0.160,0.967,1.717,2.585,3.453,4.200,4.936,5.594,6.278
0.117,0.944,1.698,2.579,3.388,4.207,4.939,5.575,6.362
0.085,0.996,1.720,2.577,3.471,4.120,4.895,5.579,6.328
0.071,0.901,1.739,2.529,3.376,4.176,4.925,5.574,6.304
0.106,0.945,1.808,2.632,3.421,4.093,4.902,5.615,6.329
0.018,0.957,1.809,2.594,3.425,4.235,4.907,5.617,6.330
0.035,1.022,1.775,2.589,3.469,4.181,4.958,5.670,6.369
0.041,0.955,1.799,2.582,3.344,4.217,4.925,5.640,6.304
0.099,0.963,1.759,2.655,3.390,4.243,4.867,5.619,6.366
0.085,0.922,1.740,2.626,3.450,4.236,4.951,5.596,6.269
0.108,0.898,1.791,2.618,3.366,4.151,4.897,5.679,6.310
0.080,0.915,1.730,2.570,3.444,4.159,4.924,5.608,6.280
0.072,0.932,1.727,2.626,3.374,4.163,4.943,5.690,6.291
0.050,0.978,1.806,2.686,3.409,4.164,4.949,5.632,6.253
0.063,0.944,1.762,2.610,3.398,4.242,4.921,5.634,6.287
-0.021,0.995,1.745,2.607,3.412,4.191,4.991,5.638,6.370
0.029,0.942,1.785,2.623,3.411,4.178,4.924,5.691,6.289
0.052,0.883,1.750,2.550,3.393,4.160,4.940,5.663,6.331
0.126,0.942,1.774,2.552,3.376,4.147,4.888,5.629,6.263
0.101,0.900,1.776,2.616,3.392,4.237,4.925,5.694,6.324
0.078,0.945,1.753,2.580,3.412,4.201,4.934,5.694,6.334
0.111,0.932,1.723,2.574,3.356,4.208,4.900,5.664,6.310
0.154,0.969,1.769,2.576,3.394,4.160,4.976,5.608,6.336
0.119,0.923,1.734,2.623,3.417,4.169,4.994,5.660,6.330
0.131,0.956,1.725,2.573,3.403,4.256,4.934,5.580,6.292
0.177,0.947,1.722,2.580,3.373,4.233,4.938,5.674,6.273
0.145,0.923,1.749,2.558,3.444,4.113,4.921,5.606,6.317
0.134,0.911,1.732,2.642,3.417,4.192,4.960,5.645,6.366
0.110,0.969,1.754,2.619,3.433,4.144,4.912,5.585,6.297
0.046,0.959,1.763,2.550,3.437,4.156,4.884,5.619,6.302
0.029,0.882,1.693,2.671,3.381,4.171,4.960,5.686,6.361
0.058,0.878,1.832,2.641,3.389,4.191,4.963,5.614,6.337
0.074,0.920,1.777,2.547,3.430,4.195,4.901,5.634,6.286
0.107,0.918,1.798,2.562,3.394,4.171,4.975,5.604,6.271
-0.007,0.917,1.761,2.589,3.472,4.123,4.891,5.677,6.302
0.114,0.900,1.814,2.575,3.437,4.172,4.937,5.704,6.300
0.090,0.938,1.777,2.547,3.367,4.242,4.996,5.623,6.375
0.083,0.976,1.795,2.588,3.368,4.168,4.868,5.715,6.205
0.187,0.896,1.760,2.614,3.425,4.187,4.891,5.671,6.293
0.071,0.979,1.801,2.652,3.406,4.157,4.894,5.604,6.299
0.063,0.940,1.863,2.622,3.430,4.202,4.855,5.615,6.269
0.111,1.000,1.753,2.570,3.395,4.219,4.955,5.585,6.314
0.119,0.948,1.794,2.638,3.422,4.144,4.964,5.619,6.281
0.006,0.944,1.814,2.622,3.369,4.192,5.000,5.680,6.348
0.145,1.008,1.741,2.538,3.464,4.185,5.007,5.669,6.367
0.117,0.937,1.683,2.585,3.372,4.178,4.934,5.641,6.324
0.042,0.939,1.710,2.582,3.412,4.196,4.870,5.556,6.267
